DateTime,zone1,zone2,zone3,zone4,zone5,Hour,Month,DayOfWeek,DayOfYear,WeekOfYear,Minute,Is_Weekend,Time_of_Day
2022-09-14 17:10:00,73.5369146322638,120.920182941407,160.982021005946,122.236644187996,102.922162490029,17,9,2,257,37,10,0,2
2022-09-14 17:20:00,74.4031194932203,122.179697208617,159.403247835194,119.727278025912,101.74752041694,17,9,2,257,37,20,0,2
2022-09-14 17:30:00,77.8935546325977,124.701734113042,159.969682725241,118.508081139401,102.074111907068,17,9,2,257,37,30,0,2
2022-09-14 17:40:00,78.3179577048383,126.731193939093,161.969315439792,118.571428982915,102.911360622843,17,9,2,257,37,40,0,2
2022-09-14 17:50:00,81.3348454188102,125.741697414276,163.189365742095,120.68829498227,102.546117151262,17,9,2,257,37,50,0,2
2022-09-14 18:00:00,81.8853926104803,129.110809986739,166.381452427173,121.671636561899,103.550877542379,18,9,2,257,37,0,0,3
2022-09-14 18:10:00,84.3240598566385,133.028075466351,168.135955506274,121.245503340126,103.689769996661,18,9,2,257,37,10,0,3
2022-09-14 18:20:00,88.3383349224662,135.741554519635,169.904167772824,121.771512702659,105.10282941716,18,9,2,257,37,20,0,3
2022-09-14 18:30:00,88.8529218886105,134.611449771724,170.30519604396,121.639320718698,104.447341859685,18,9,2,257,37,30,0,3
2022-09-14 18:40:00,92.1655930597626,138.338899120187,172.613405564889,123.451567851996,104.619609160557,18,9,2,257,37,40,0,3
2022-09-14 18:50:00,96.8576299821398,145.023895632907,178.440061829408,128.11851595318,113.801358579087,18,9,2,257,37,50,0,3
2022-09-14 19:00:00,101.957710723702,154.846655992637,193.581490804127,135.564997016532,128.967456883309,19,9,2,257,37,0,0,3
2022-09-14 19:10:00,106.185580933022,162.59004786302,203.332018465153,143.664842726118,133.899687934325,19,9,2,257,37,10,0,3
2022-09-14 19:20:00,107.941248020614,164.445041499037,204.755785696116,146.072799957558,139.010365293997,19,9,2,257,37,20,0,3
2022-09-14 19:30:00,109.093561396551,166.324853368478,203.277337662868,146.003062937139,138.611429836161,19,9,2,257,37,30,0,3
2022-09-14 19:40:00,109.173644186401,164.298593702287,201.02456230713,145.709031981793,136.487529075533,19,9,2,257,37,40,0,3
2022-09-14 19:50:00,107.762746131818,162.994315545849,200.470763104785,145.712038127395,135.177815195245,19,9,2,257,37,50,0,3
2022-09-14 20:00:00,109.613109434253,161.70766088767,200.962678712437,143.238972590676,135.988377264408,20,9,2,257,37,0,0,3
2022-09-14 20:10:00,109.814596868136,159.548968914104,199.831435632533,141.796279665948,136.16946355287,20,9,2,257,37,10,0,3
2022-09-14 20:20:00,108.483813639687,157.419575917403,198.130861714562,141.164229975974,137.607272320754,20,9,2,257,37,20,0,3
2022-09-14 20:30:00,108.315557516335,157.652498642281,198.520493638621,140.775226694017,137.705666106214,20,9,2,257,37,30,0,3
2022-09-14 20:40:00,105.941657905786,158.493224749451,199.147647840489,141.384022768547,138.919788195334,20,9,2,257,37,40,0,3
2022-09-14 20:50:00,104.64309219241,158.902251456252,200.209563595339,140.845054287127,139.035106251333,20,9,2,257,37,50,0,3
2022-09-14 21:00:00,105.860479880249,159.034810540102,199.468109972609,139.70721063978,140.401483419265,21,9,2,257,37,0,0,3
2022-09-14 21:10:00,106.123784215624,159.11716442807,197.465611070703,139.942193751256,142.162821572673,21,9,2,257,37,10,0,3
2022-09-14 21:20:00,106.547337764338,159.001500087168,195.441725773376,140.234003955419,143.856365074138,21,9,2,257,37,20,0,3
2022-09-14 21:30:00,106.143009353895,157.827865821039,195.662409002963,139.292488125526,143.46878661286,21,9,2,257,37,30,0,3
2022-09-14 21:40:00,108.154618215926,157.035769938812,195.576376814303,140.184355780191,143.969836334442,21,9,2,257,37,40,0,3
2022-09-14 21:50:00,107.748906031365,157.753501114051,194.61867361483,139.916698457222,143.077545833964,21,9,2,257,37,50,0,3
2022-09-14 22:00:00,104.915894967984,154.922549141052,192.852341485798,137.889332225556,143.380495099685,22,9,2,257,37,0,0,3
2022-09-14 22:10:00,105.102630772992,153.582573668183,190.00984081519,136.296715296919,141.469557452124,22,9,2,257,37,10,0,3
2022-09-14 22:20:00,105.643293008935,151.979404678991,188.192587840449,133.790184216382,140.759264766646,22,9,2,257,37,20,0,3
2022-09-14 22:30:00,104.44393168787,151.886342647466,185.870188982697,134.19727413026,139.586567993256,22,9,2,257,37,30,0,3
2022-09-14 22:40:00,104.208436460387,148.284253392446,183.507420021133,130.592078878236,135.23676286348,22,9,2,257,37,40,0,3
2022-09-14 22:50:00,100.956059220471,144.678483279385,179.508729178941,129.391740007043,133.651015923207,22,9,2,257,37,50,0,3
2022-09-14 23:00:00,99.6094121253894,140.313520466984,174.094422302615,123.400057003971,131.237672611479,23,9,2,257,37,0,0,3
2022-09-14 23:10:00,98.4640997437977,136.790736435491,169.132449944726,118.935950797334,126.96699780586,23,9,2,257,37,10,0,3
2022-09-14 23:20:00,93.9933857070298,133.017378795133,164.738898599657,115.287468138937,122.629989896611,23,9,2,257,37,20,0,3
2022-09-14 23:30:00,92.8694029222056,127.344556426337,160.957216730581,112.105218421756,119.006918705541,23,9,2,257,37,30,0,3
2022-09-14 23:40:00,91.7922283879457,124.448088350547,155.13347950309,111.121948849874,114.457953746576,23,9,2,257,37,40,0,3
2022-09-14 23:50:00,90.7675982416193,120.240588465541,149.332426049041,107.781978262735,109.890733330232,23,9,2,257,37,50,0,3
2022-09-15 00:00:00,90.3402420401338,114.946447801049,144.44212033062,104.726996769079,106.859160907084,0,9,3,258,37,0,0,0
2022-09-15 00:10:00,88.8892957036793,110.843536577825,138.684020695563,102.627178629909,102.576429197381,0,9,3,258,37,10,0,0
2022-09-15 00:20:00,90.1723679517826,107.229665157682,135.122583561863,99.5866291303876,98.7617494217179,0,9,3,258,37,20,0,0
2022-09-15 00:30:00,88.0497900737617,104.103383022579,129.889377426907,97.2244534605206,95.419911302992,0,9,3,258,37,30,0,0
2022-09-15 00:40:00,87.8316607329272,100.549279293881,125.917417228909,95.1330229588998,93.5951186292927,0,9,3,258,37,40,0,0
2022-09-15 00:50:00,86.4210574888856,96.6854416178852,122.754513774676,92.4675810649816,91.5112887855924,0,9,3,258,37,50,0,0
2022-09-15 01:00:00,86.5027100445715,93.7688341061173,120.888036828771,90.8287792744316,88.7783270508865,1,9,3,258,37,0,0,0
2022-09-15 01:10:00,84.9609596350143,92.5999649260009,117.969697459479,87.5290427585774,86.6292066653697,1,9,3,258,37,10,0,0
2022-09-15 01:20:00,84.2842011741069,88.0008940960954,113.987322554285,86.8266003105577,84.4119385224724,1,9,3,258,37,20,0,0
2022-09-15 01:30:00,83.8407793320768,86.9778116633072,109.49044137512,84.7041986051038,82.4998876760025,1,9,3,258,37,30,0,0
2022-09-15 01:40:00,82.7062719505585,86.2700598602023,107.749867190629,83.3915661866525,81.5010735985894,1,9,3,258,37,40,0,0
2022-09-15 01:50:00,80.4040599078293,84.3232306316343,104.520774691424,82.0283717804144,79.9976594276061,1,9,3,258,37,50,0,0
2022-09-15 02:00:00,81.3932374854657,81.7316609878452,104.327534975046,82.8390127010823,78.6031657570139,2,9,3,258,37,0,0,0
2022-09-15 02:10:00,80.6227974021844,81.2356137717125,102.400617652767,80.8878400911542,78.3841385622592,2,9,3,258,37,10,0,0
2022-09-15 02:20:00,80.1214319146002,80.6779483331547,101.789626923508,81.587366362585,78.0058904760075,2,9,3,258,37,20,0,0
2022-09-15 02:30:00,81.4775366513153,79.6462956354408,102.871688172609,81.4045245552076,77.0153575934815,2,9,3,258,37,30,0,0
2022-09-15 02:40:00,80.5561115027557,77.4253869925855,104.643404423647,80.1798399683905,76.1992081533851,2,9,3,258,37,40,0,0
2022-09-15 02:50:00,80.3519928692246,79.3169762195129,104.566728589472,79.3246000746775,75.8032316225526,2,9,3,258,37,50,0,0
2022-09-15 03:00:00,80.3410316597131,77.9246903072334,104.606855668455,79.1645892704106,75.4318149414214,3,9,3,258,37,0,0,0
2022-09-15 03:10:00,80.0453040956113,77.381856348303,101.104117916922,79.4557830133327,75.2529941321808,3,9,3,258,37,10,0,0
2022-09-15 03:20:00,79.8733781882539,75.8674773132983,99.3723858917324,78.385564360707,74.8153722845436,3,9,3,258,37,20,0,0
2022-09-15 03:30:00,79.3425048167209,78.1274413326005,102.61206227087,78.3042542456183,74.6550062598548,3,9,3,258,37,30,0,0
2022-09-15 03:40:00,78.8002549840469,79.6197905415397,103.276630968805,78.8234360034214,74.3750611586589,3,9,3,258,37,40,0,0
2022-09-15 03:50:00,78.6816240321411,78.3703752344299,103.032418772852,78.5058820191027,74.5560683049225,3,9,3,258,37,50,0,0
2022-09-15 04:00:00,79.4752134176879,79.0295177934042,98.9795079223599,79.884187297893,74.3795719285009,4,9,3,258,37,0,0,0
2022-09-15 04:10:00,79.1292635348607,80.0299322170239,99.6447250340285,79.5513833738717,74.1907969760676,4,9,3,258,37,10,0,0
2022-09-15 04:20:00,79.0009192333757,80.833389403729,103.126599072989,78.9258514137086,74.8728519765983,4,9,3,258,37,20,0,0
2022-09-15 04:30:00,79.1891067656107,80.3982273068727,103.769769180449,79.540749424664,76.9240533329949,4,9,3,258,37,30,0,0
2022-09-15 04:40:00,79.2913575053926,82.3828002053332,104.330634570362,78.9372967460889,77.420320644979,4,9,3,258,37,40,0,0
2022-09-15 04:50:00,72.4119770665277,83.2807107203486,102.834272534832,80.3668727155045,77.8381011057127,4,9,3,258,37,50,0,0
2022-09-15 05:00:00,52.7647147110315,83.5156472630313,105.338142975189,80.7007872647048,77.0705568102133,5,9,3,258,37,0,0,0
2022-09-15 05:10:00,80.0979884582941,86.2884775361697,111.871373239073,82.1999057573312,80.6888015057534,5,9,3,258,37,10,0,0
2022-09-15 05:20:00,59.6413946710812,93.3322962004792,119.269978707079,87.5648979243548,87.094808853619,5,9,3,258,37,20,0,0
2022-09-15 05:30:00,52.0097754201981,93.1985782678278,116.791410786181,86.9160497232433,85.1783455400219,5,9,3,258,37,30,0,0
2022-09-15 05:40:00,75.9522635584347,92.9920704330399,114.6002941067,86.0314063659217,83.2201793770767,5,9,3,258,37,40,0,0
2022-09-15 05:50:00,78.5745860416102,90.5528572733886,112.786943007187,86.0849369176345,83.2958543272511,5,9,3,258,37,50,0,0
2022-09-15 06:00:00,78.4111669402193,92.0630291610612,110.610150418085,87.4578951719287,83.3953889019293,6,9,3,258,37,0,0,1
2022-09-15 06:10:00,81.1095474132239,92.9032978269222,113.728886249516,89.884457949326,82.3662755958994,6,9,3,258,37,10,0,1
2022-09-15 06:20:00,81.1772526328369,89.8439348917336,114.576561308831,89.2023477909441,82.2509555435544,6,9,3,258,37,20,0,1
2022-09-15 06:30:00,78.8099210218179,87.7581196418255,112.603707916065,88.0424786073241,77.1490962617404,6,9,3,258,37,30,0,1
2022-09-15 06:40:00,77.5174390700233,88.2154070066094,110.910265500035,85.5379571234677,68.0677020704074,6,9,3,258,37,40,0,1
2022-09-15 06:50:00,77.7787887504398,90.0034199096331,111.952329225392,86.2563925284805,70.2121793809576,6,9,3,258,37,50,0,1
2022-09-15 07:00:00,76.8723941745306,91.457407195767,114.834522490446,89.9343740167997,73.2617499765291,7,9,3,258,37,0,0,1
2022-09-15 07:10:00,75.700170566885,94.6241512473394,123.229718413894,93.7794248669678,77.3714378463647,7,9,3,258,37,10,0,1
2022-09-15 07:20:00,74.9718041592188,97.2143620724555,122.999807949064,94.6708002051277,78.7131091963321,7,9,3,258,37,20,0,1
2022-09-15 07:30:00,76.2012729727778,96.8954804542078,120.913145469078,96.3200288648883,82.1152657009006,7,9,3,258,37,30,0,1
2022-09-15 07:40:00,74.4261588480673,96.4092883547209,117.599773405668,98.5373128837251,82.9518762670544,7,9,3,258,37,40,0,1
2022-09-15 07:50:00,75.4552756335237,98.1012455759094,118.986749416934,99.0383121927039,80.381537167775,7,9,3,258,37,50,0,1
2022-09-15 08:00:00,78.7099516863517,98.0979169639672,117.175082314228,102.610821666057,79.3881125007666,8,9,3,258,37,0,0,1
2022-09-15 08:10:00,74.6262950949869,100.256240541591,114.330692536439,103.67316975479,78.1864163069849,8,9,3,258,37,10,0,1
2022-09-15 08:20:00,70.614449,100.45154,113.38094,103.43524,76.581863,8,9,3,258,37,20,0,1
2022-09-15 08:30:00,70.614449,100.45154,113.38094,103.43524,76.581863,8,9,3,258,37,30,0,1
2022-09-15 08:40:00,70.614449,100.45154,113.38094,103.43524,76.581863,8,9,3,258,37,40,0,1
2022-09-15 08:50:00,70.614449,100.45154,113.38094,103.43524,76.581863,8,9,3,258,37,50,0,1
2022-09-15 09:00:00,70.614449,100.45154,113.38094,103.43524,76.581863,9,9,3,258,37,0,0,1
2022-09-15 09:10:00,79.5594503289737,105.189960244109,132.352702504374,108.774978168035,93.4951952800047,9,9,3,258,37,10,0,1
2022-09-15 09:20:00,86.7903824041822,108.075644603949,146.366290220539,114.651166012051,105.927538751978,9,9,3,258,37,20,0,1
2022-09-15 09:30:00,87.5199162936471,107.316444459197,149.508019479227,114.094744410719,108.703063931995,9,9,3,258,37,30,0,1
2022-09-15 09:40:00,90.5971039594184,111.368676834349,151.647069487447,115.717739347202,112.551121358366,9,9,3,258,37,40,0,1
2022-09-15 09:50:00,89.9730132167506,114.742750679659,151.425328424493,116.434139082517,112.48610271871,9,9,3,258,37,50,0,1
2022-09-15 10:00:00,91.2281075964941,115.412416109755,158.36851346635,118.597140496547,114.982505261567,10,9,3,258,37,0,0,1
2022-09-15 10:10:00,91.6703533190263,116.162749239173,162.395481903018,119.696345326948,118.883242008477,10,9,3,258,37,10,0,1
2022-09-15 10:20:00,90.3030318538651,118.814562463478,159.670598008986,120.716183241623,121.044464485915,10,9,3,258,37,20,0,1
2022-09-15 10:30:00,90.9344135451201,121.65778343134,160.167480408602,118.283457901416,119.495893839046,10,9,3,258,37,30,0,1
